country,partner,partnerfull,sector,partner_type,vc_segmain,vc_segs,integrated,mel_data,input_supply,production,digital_services,marketing_processing,financial_services,research,policy_regulation
Nigeria,Omala_cassava_farmers_association,Omala cassava farmers association,public,farmer_association,production,production,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Ondo_ADP,Ondo ADP,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Onelife_Initiative,Onelife Initiative,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Onuado_Cooperative_Farmers_Society,Onuado Cooperative Farmers Society,public,farmer_association,financial_services,production financial_services,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Nigeria,OOAO,OOAO,public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,OSCD,OSCD,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,OSSADEP,OSSADEP,public,government_extension,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,OYMA_RD,OYMA&RD,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Oyo_Ifelodun,Oyo Ifelodun Cassava Processing Cooperative and Credit Society Limited (CICS),public,farmer_association,financial_services,input_supply production marketing_processing financial_services,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Tanzania,Mtwara_District_Council,Mtwara District Council,public,government_extension,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,OYSADEP,OYSADEP,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,OYSCGA,OYSCGA,public,farmer_association,production,input_supply production marketing_processing,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Pavillah_Agricultural_Services,Pavillah Agricultural Services,private,agrochemical_company,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Peace_Corps,Peace_Corps,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Perfect_Impact,Perfect Impact,private,local_processor,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,PIND,PIND,public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Plough_Nigeria_Network_Ltd,Plough Nigeria Network Ltd,private,local_processor,marketing_processing,production marketing_processing,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Premium_Cassava_Products_LTD,Premium Cassava Products LTD,private,local_processor,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Promise_Point,Promise Point,private,processing_factory,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Psaltry,Psaltry,private,processing_factory,marketing_processing,production marketing_processing financial_services,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Tanzania,Musoma_District_Council,Musoma District Council,public,government_extension,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,RHEMA_LIBERTY_HOUSE_FOUNDATION,RHEMA LIBERTY HOUSE FOUNDATION,public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Rivers_Cassava_Processing_Company,Rivers Cassava Processing Company,private,local_processor,marketing_processing,production marketing_processing,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,SAPEC_Liberia,SAPEC Liberia,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,SARO,SARO,private,agrochemical_company,input_supply,input_supply production,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,SBZ_Development,SBZ Development,public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Segson_Industrial,Segson Industrial,private,aggregator_buyer,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,SG2000,SG2000,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Sky3_Investment_Ltd,Sky 3 Investment Ltd,private,aggregator_buyer,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,SLIDEN,SLIDEN,private,agrochemical_company,input_supply,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,SOLADUKE_AGRO_ALLIED_VENTURES,SOLADUKE AGRO ALLIED VENTURES,private,agrochemical_company,input_supply,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Nachingwea_District_Council,Nachingwea District Council,public,government_extension,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Standia_Uzziah_Big_Ltd,Standia Uzziah Big Ltd,private,aggregator_buyer,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Sterling_Bank,Sterling Bank,private,bank,financial_services,financial_services,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Nigeria,SUFAN,SUFAN(JDPM)Kwara,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Syngenta_Foundation,Syngenta Foundation,private,agrochemical_company,input_supply,input_supply production,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Thai_Agro_and_Allied_Industries_Limited,Thai Agro and Allied Industries Limited,private,local_processor,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,THE_ARABLE_TREE_CROPS_FARMER_ASSOCIATION_OF_NIGERIA,THE ARABLE TREE CROPS FARMER ASSOCIATION OF NIGERIA,public,farmer_association,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Tosmat,Tosmat,private,local_processor,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Tractor_Owners_and_Operators_Association,Tractor Owners and Operators Association,private,mechanisation_services,input_supply,input_supply,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Tremma_Agro_Services,Tremma Agro Services,private,agrochemical_company,input_supply,input_supply,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Tropical_Starch_Company_Ltd,Tropical Starch Company Ltd.,private,processing_factory,marketing_processing,marketing_processing,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Newala_District_Council,Newala District Council,public,government_extension,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Tuobodom_Gari_Processors,Tuobodom Gari Processors,private,local_processor,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Unity_Bank,Unity Bank,private,bank,financial_services,financial_services,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ghana,Vankharis,Vankharis,private,processing_factory,marketing_processing,marketing_processing,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,VCDP_IFAD,VCDP/IFAD,public,NGO,production,production,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Von_Food,Von Food,private,processing_factory,marketing_processing,production marketing_processing,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,WAIDA_Ondo,WAIDA Ondo,private,agrochemical_company,input_supply,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,WeFarms,WeFarms,private,aggregator_buyer,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ghana,West_Africa_Market_links_Limited,West Africa Market links Limited,private,local_processor,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Westlink_Integrated_Agricultural_Ltd,Westlink Integrated Agricultural Ltd,private,local_processor,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Women_in_Agriculture_Kogi,Women in Agriculture Kogi,public,farmer_association,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Nyasa_District_Council,Nyasa District Council,public,government_extension,production,production,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Zadoklink_Global_Limited,Zadoklink Global Limited,private,aggregator_buyer,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Zowasel,Zowasel,private,aggregator_buyer,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,ABM_Consulting_Agency,ABM Consulting Agency,private,private_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,OYSLGSC,OYO STATE LOCAL GOVERNMENT SERVICE COMMISSION,public,government_extension,production,production,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Sengerema_District_Council,Sengerema District Council,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Shamba_Initiatives,Shamba Initiatives,private,seed_company,input_supply,input_supply production marketing_processing,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Biharamulo_District_Council,Biharamulo District Council,public,government_extension,production,input_supply production financial_services,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Tanzania,TACAPPA,TACAPPA,public,farmer_association,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,TARI,TARI,public,research_institute,research,production research,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Tanzania,Tunduru_District_Council,Tunduru District Council,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,TYEGD,TYEGD,public,NGO,production,production marketing_processing financial_services,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Tanzania,Ukerewe_District_Council,Ukerewe District Council,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Uvinza_District_Council,Uvinza District Council,public,government_extension,production,production,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Wete_District_Council,Wete District Council,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,YARA,YARA,private,fertilizer_company,input_supply,input_supply production,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,ZARI,ZARI,public,research_institute,research,production research,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Nigeria,2Scale,2Scale,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Bunda_District_Council,Bunda District Council,public,government_extension,production,input_supply production financial_services,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Nigeria,365FARMS,365FARMS,private,processing_factory,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,ADP_Rivers,ADP Rivers,public,government_extension,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,AFAN_Ekiti,AFAN Ekiti,public,farmer_association,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,AFAN_Osun,AFAN Osun,public,NGO,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Afri_Farm_Sync,Afri Farm Sync,public,NGO,production,input_supply production marketing_processing financial_services,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Nigeria,African_Youth_Entrepreneurs_Network,African Youth Entrepreneurs Network,public,NGO,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Afrifarm_and_Seeders_Ltd,Afrifarm and Seeders Ltd,private,seed_company,input_supply,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Agbekoya_Farmers,Agbekoya Farmers Association Owerri,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,AGRECO_Shift,AGRECO Shift,public,NGO,production,input_supply production,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Ahangba_Life_Helpers_Initiatives,Ahangba Life Helpers Initiatives,public,NGO,production,production,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,CAPAFO,CAPAFO,public,NGO,production,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,AKANCHAWA_FMCS,AKANCHAWA FMCS,public,farmer_association,financial_services,input_supply production marketing_processing financial_services,TRUE,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Nigeria,Akrofrom,Akrofrom Gari Processors,private,local_processor,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,ALAFRIKIY_Agro_Allied_and_Services_Ltd,ALAFRIKIY Agro Allied and Services Ltd,private,agrochemical_company,input_supply,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,AMREC,AMREC,public,university,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Animal_Research_Institute,Animal Research Institute,public,research_institute,research,research,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Nigeria,APPEALS,APPEALS (World Bank Project),public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Arable_Farmers_Coop,Arable Farmers Coop,public,farmer_association,production,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,ASADEP,ASADEP,public,government_extension,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Asowase_Agric,Asowase Agric Station,private,other_agroinput_company,input_supply,input_supply production,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Assin_Dosii_Kroye,Assin Dosii Kroye Cooperative Farmers and Marketing Society,public,farmer_association,marketing_processing,production marketing_processing,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Chalinze_District_Council,Chalinze District Council,public,government_extension,production,input_supply production financial_services,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Nigeria,Agrochemical_Dealers_Benue,Association of Agrochemical Dealers Benue,private,agrochemical_company,input_supply,input_supply,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghana,Asuogyaman_Agro,Asuogyaman Agro Industries and Processing Ltd,private,agrochemical_company,input_supply,input_supply marketing_processing,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,AtmanCorp,AtmanCorp,private,local_processor,marketing_processing,marketing_processing,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,BASF_Agro_Chemcal,BASF Agro Chemcal Ltd,private,fertilizer_company,input_supply,input_supply,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Benizar_Investment,Benizar Investment Nig Ltd,private,aggregator_buyer,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Benue_Cassava_Farmers,Benue cassava farmers multipurpose Association,public,farmer_association,input_supply,production input_supply,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Bioglobal_Investment,Bioglobal investment ltd,public,NGO,input_supply,input_supply production marketing_processing,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Ghana,BACCSOD,Bono Ahafo Catholic Cooperative Society for Development (BACCSOD),public,farmer_association,financial_services,production marketing_processing financial_services,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Nigeria,Brunos_Enterprise_Limited,Brunos Enterprise Limited,private,aggregator_buyer,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Business_Support_Academy,Business Support Academy (BSA),private,cooperative_finance,financial_services,production marketing_processing financial_services,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Tanzania,FCI,FCI,public,NGO,marketing_processing,production marketing_processing,TRUE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Cato_Foods,Cato Foods,private,aggregator_buyer,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,CAVAII,CAVAII,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Cedro_Royal,Cedro Royal,private,aggregator_buyer,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,CIA_GED,CIA_GED,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Asteria_Commercial_Farmer,Asteria Commercial Farmer,private,local_processor,marketing_processing,production marketing_processing,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Bure_Garden_Products,Bure Garden Products,private,local_processor,marketing_processing,production marketing_processing,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Butiama_District_Council,Butiama District Council,public,government_extension,production,production,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Cama_Mkata,Cama Mkata,private,local_processor,marketing_processing,production marketing_processing,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,CAMFED,CAMFED,public,NGO,production,production marketing_processing,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Cassava_Aggregators_SACCOS,Cassava Aggregators SACCOS,private,aggregator_buyer,marketing_processing,marketing_processing,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,FJS,FJS,private,local_processor,marketing_processing,production marketing_processing,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Cassava_Starch_Tanzania_Cooperation,Cassava Starch Tanzania Cooperation,private,local_processor,marketing_processing,marketing_processing,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Cassava_Women_Group,Cassava Women Group,private,local_processor,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,CHAWAZIWA,CHAWAZIWA,public,farmer_association,input_supply,input_supply production,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Cheigoda_Women_Group,Cheigoda Women Group,private,local_processor,marketing_processing,production marketing_processing,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,Darcanton,Darcanton,private,local_processor,marketing_processing,marketing_processing,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Tanzania,CSTC,CSTC,private,processing_factory,marketing_processing,marketing_processing,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ghana,Coastal_Grooves,Coastal Grooves,private,other_agroinput_company,input_supply,input_supply,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Community_Links,Community Links,public,NGO,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Crest_Agro,Crest Agro,private,processing_factory,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Crop_Doctor,Crop Doctor,private,agrochemical_company,input_supply,input_supply,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tanzania,Handeni_District_Council,Handeni District Council,public,government_extension,production,input_supply production marketing_processing financial_services,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Nigeria,Crop_Research_Institute,Crop Research Institute,public,research_institute,research,research,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Nigeria,CropLife,CropLife,private,agrochemical_company,input_supply,input_supply,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Delta_Modern_Farmers_Multicooperative_Society,Delta Modern Farmers Multicooperative Society,public,farmer_association,financial_services,production financial_services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Nigeria,Denkosin_Agric_Concept,Denkosin Agric Concept,private,local_processor,marketing_processing,marketing_processing,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Eagleson,Eagleson,private,processing_factory,marketing_processing,marketing_processing,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nigeria,Ebi_MCS,Ebi MCS,public,farmer_association,production,production,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Edo_state_cooperative_farmers_agency,Edo state cooperative farmers agency,public,farmer_association,financial_services,production financial_services,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Nigeria,EIFAY_Africa,EIFAY_Africa,public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Enugu_State_young_farmers_association,Enugu State young farmers association,public,NGO,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nigeria,Erlsung_Farmers_Empowerment_Limited,Erlsung Farmers Empowerment limited,public,farmer_association,production,production,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
